DATE,LREM64TTUSM156S
2019-10-01,71.7210604227263
2019-11-01,71.7096685708771
2019-12-01,71.6946519263164
2020-01-01,71.7686565655174
2020-02-01,71.7908264541752
2020-03-01,70.5486833172108
2020-04-01,60.1957980000898
2020-05-01,62.2361265189429
2020-06-01,64.7660708258647
2020-07-01,65.3795951825375
2020-08-01,66.8599538018864
2020-09-01,66.9268372516762
2020-10-01,67.8988824451502
2020-11-01,67.8180926947647
2020-12-01,67.9147399551551
2021-01-01,68.1846562690056
2021-02-01,68.4139643599355
2021-03-01,68.569186987675
2021-04-01,68.656903701129
2021-05-01,68.9673797900098
2021-06-01,69.0960528816812
2021-07-01,69.676119843469
2021-08-01,69.6799715600036
2021-09-01,69.9487394525682
2021-10-01,70.199945379382
2021-11-01,70.6391105732344
2021-12-01,70.7982931166371
2022-01-01,70.7532182062498
2022-02-01,70.89598181368
2022-03-01,71.2646493651925
2022-04-01,71.2231059763883
2022-05-01,71.3739457522692
2022-06-01,71.235258128203
2022-07-01,71.3259833209717
2022-08-01,71.4668999578133
2022-09-01,71.4442308721886
2022-10-01,71.2477993257328
2022-11-01,71.3230364154321
2022-12-01,71.575987484936
2023-01-01,71.6954440733361
2023-02-01,71.7346382089956
2023-03-01,71.8939331206842
2023-04-01,71.9824338324322
2023-05-01,71.9379533929755
2023-06-01,72.0033488848928
2023-07-01,71.9687757459736
2023-08-01,72.0776576467632
